ID Number,Assignment_Name,Assignment_Grade
387333,SOCI978Assignment 2,65
386552,SOWK610Final Assessment,96
746310,GOVT453Presentation,76
421836,GOVT474Presentation,61
280353,SOWK740Presentation,84
308985,GOVT298Assignment 1,75
162446,GOVT772Assignment 2,72
829684,SOCI364Project 1,92
650096,GOVT720Presentation,60
270091,SOWK685Presentation,96
944191,GOVT487Assignment 1,69
858649,GOVT042Final Assessment,64
728346,SOWK104Assignment 1,99
298010,SOCI743Presentation,74
568244,GOVT679Final Assessment,72
295274,SOWK684Assignment 1,79
160210,SOWK615Project 1,63
401256,SOWK529Assignment 1,80
411501,GOVT034Assignment 1,78
332652,SOCI792Final Assessment,79
389860,SOWK356Assignment 1,94
695421,SOCI302Final Assessment,82
836233,SOWK300Final Assessment,88
949882,SOWK910Assignment 1,94
292660,GOVT716Assignment 2,87
998633,GOVT157Assignment 2,74
778054,GOVT233Final Assessment,72
898816,SOWK546Presentation,72
393737,SOWK316Assignment 1,88
563745,SOCI379Final Assessment,89
956468,GOVT251Final Assessment,86
571980,GOVT106Presentation,69
313303,SOCI504Final Assessment,85
385894,SOCI008Assignment 1,99
129604,SOCI662Presentation,90
192730,GOVT059Final Assessment,60
227292,SOCI574Assignment 1,96
933921,SOCI500Project 1,78
941900,GOVT698Project 1,75
127478,SOCI262Presentation,63
237664,SOCI895Assignment 1,86
131514,GOVT410Project 1,72
411613,SOWK286Presentation,65
941017,GOVT669Assignment 2,63
178359,GOVT376Presentation,71
727252,SOWK902Presentation,96
502748,SOCI859Project 1,69
447507,SOWK494Final Assessment,64
129748,SOWK328Final Assessment,65
569470,SOCI491Final Assessment,84
432129,SOCI888Presentation,77
299970,GOVT398Project 1,86
209407,GOVT009Final Assessment,74
821428,SOWK494Final Assessment,97
743342,SOWK268Project 1,77
864955,GOVT495Assignment 1,61
185975,SOWK009Assignment 2,83
994644,SOCI456Assignment 1,97
919017,SOWK041Final Assessment,95
462528,GOVT829Presentation,86
412342,SOWK091Project 1,68
229424,SOCI008Presentation,99
993098,SOWK804Project 1,85
325925,SOWK611Final Assessment,93
803984,SOCI783Project 1,64
689864,SOCI122Project 1,97
715455,GOVT732Assignment 2,61
101588,SOWK521Assignment 2,73
550852,GOVT503Assignment 1,98
512804,SOWK615Final Assessment,74
986612,GOVT974Project 1,74
992063,SOWK255Assignment 2,73
819421,SOWK990Assignment 1,77
781823,SOWK534Project 1,74
994567,SOCI442Assignment 1,68
463130,GOVT262Assignment 1,90
352377,SOCI019Project 1,89
120724,SOWK605Presentation,88
672775,SOWK680Assignment 1,64
552777,SOCI271Presentation,94
660542,SOCI015Presentation,76
926586,SOCI263Final Assessment,100
546396,GOVT721Assignment 2,91
985386,GOVT133Final Assessment,65
896903,SOCI409Final Assessment,77
200996,SOWK339Assignment 2,74
542754,SOWK300Assignment 1,90
564695,GOVT926Final Assessment,60
531922,SOCI461Project 1,74
557436,SOCI503Final Assessment,84
259919,SOCI818Assignment 1,99
151169,GOVT952Assignment 2,76
774686,SOWK226Assignment 2,83
734859,SOCI182Assignment 1,85
101642,GOVT946Assignment 2,88
142958,SOWK385Final Assessment,70
486385,GOVT523Project 1,60
895050,SOWK083Assignment 1,78
990053,SOWK225Project 1,60
170519,GOVT519Final Assessment,97
136129,GOVT235Presentation,77
376850,GOVT363Project 1,78
261117,GOVT779Project 1,89
365395,GOVT444Assignment 1,89
184667,SOWK941Assignment 1,79
504065,SOWK751Project 1,75
828606,SOCI196Presentation,61
616060,GOVT266Assignment 2,75
581375,SOWK623Final Assessment,71
856469,GOVT490Presentation,95
981324,GOVT084Presentation,64
555658,SOWK741Project 1,68
285459,GOVT721Project 1,73
709488,SOCI693Assignment 1,83
214088,SOCI099Assignment 2,84
369200,SOCI490Assignment 1,93
154999,GOVT595Presentation,82
503836,SOCI692Assignment 2,74
802158,GOVT759Assignment 2,95
892915,SOWK037Assignment 1,98
622196,GOVT943Presentation,66
311484,SOWK492Project 1,88
308055,SOWK994Presentation,63
534743,SOWK719Final Assessment,63
222974,GOVT566Final Assessment,82
959917,SOWK146Assignment 1,87
343548,SOWK206Assignment 1,64
248115,GOVT998Assignment 2,81
196041,GOVT702Assignment 1,87
954387,SOCI090Assignment 2,88
347279,SOWK589Final Assessment,68
671135,SOWK982Project 1,85
192374,SOWK698Final Assessment,91
563033,SOCI032Final Assessment,99
933581,SOWK753Assignment 2,98
902935,GOVT205Presentation,92
703675,GOVT980Assignment 1,61
791316,SOCI440Final Assessment,81
150149,SOWK934Assignment 2,91
690062,SOWK869Assignment 1,96
322116,SOCI205Assignment 1,62
440622,SOWK257Final Assessment,71
469230,GOVT084Final Assessment,71
353141,SOCI181Project 1,71
523977,SOWK383Project 1,83
413621,GOVT171Assignment 2,64
958094,SOWK889Presentation,78
645879,SOWK539Final Assessment,61
362686,SOWK534Project 1,72
593737,GOVT322Assignment 1,89
152934,SOWK148Assignment 1,95
306067,SOCI406Assignment 1,83
482819,GOVT726Assignment 2,92
190600,SOWK189Project 1,69
655289,GOVT730Project 1,68
341858,SOCI799Presentation,73
651677,SOWK394Assignment 1,78
987352,SOWK081Final Assessment,94
644871,GOVT547Project 1,70
208883,GOVT358Assignment 1,96
208369,GOVT238Assignment 1,94
479326,SOWK366Presentation,94
235615,SOWK218Final Assessment,66
509064,SOCI972Assignment 2,69
584409,SOWK655Final Assessment,91
985589,SOCI781Assignment 1,73
198912,SOCI570Assignment 2,91
799037,SOCI891Assignment 1,90
578039,SOCI342Presentation,94
595133,GOVT974Assignment 1,77
310013,SOWK037Assignment 1,76
914616,SOCI226Assignment 2,76
442944,SOCI869Assignment 2,86
849367,SOWK109Final Assessment,90
787371,GOVT868Assignment 1,99
614412,SOWK699Project 1,98
647067,SOWK244Assignment 2,100
609665,GOVT915Assignment 1,63
436646,SOCI248Presentation,72
568692,GOVT036Final Assessment,93
784678,GOVT103Assignment 1,94
351698,SOWK000Project 1,86
696861,SOWK395Final Assessment,66
366314,SOCI580Final Assessment,70
914852,SOCI240Assignment 1,98
941190,SOCI475Assignment 2,79
402160,GOVT352Assignment 1,85
843684,SOCI571Assignment 2,70
888850,SOWK835Assignment 2,63
301542,GOVT057Project 1,98
172553,SOCI205Final Assessment,84
296783,SOCI582Project 1,81
790983,SOWK948Assignment 2,99
756540,SOWK936Project 1,71
210359,SOCI956Project 1,72
177348,GOVT177Project 1,64
338557,SOCI511Presentation,80
798043,GOVT717Final Assessment,98
153327,SOCI155Final Assessment,65
424995,SOCI864Final Assessment,74
916193,SOCI621Assignment 1,75
232883,GOVT786Assignment 2,95
222539,SOWK843Assignment 1,67
480408,GOVT858Assignment 2,80
710892,SOCI422Assignment 2,84
940600,GOVT611Final Assessment,99
712412,SOWK095Assignment 1,92
601424,SOWK934Assignment 2,60
132455,SOCI337Assignment 1,69
458117,GOVT405Presentation,70
272255,GOVT177Project 1,81
579680,SOWK296Assignment 1,98
428866,SOWK580Assignment 2,97
758485,GOVT596Assignment 1,94
618046,SOWK957Assignment 2,96
290831,GOVT549Assignment 2,96
851278,SOCI722Presentation,90
520679,SOWK564Final Assessment,75
362723,SOCI558Assignment 1,74
901106,SOCI452Assignment 1,77
903332,GOVT033Assignment 1,75
903387,SOWK936Assignment 2,68
793197,SOWK841Assignment 1,79
115371,SOCI317Assignment 1,64
366560,SOWK509Project 1,99
550187,GOVT989Assignment 1,63
791997,SOWK157Presentation,70
795944,SOCI635Project 1,93
127630,SOWK906Final Assessment,82
732424,SOCI086Project 1,86
185465,SOWK209Project 1,85
262548,GOVT334Presentation,95
303010,SOCI125Presentation,61
678531,SOWK940Presentation,75
388734,GOVT456Final Assessment,69
572241,SOCI167Presentation,76
335476,GOVT650Presentation,88
788624,GOVT861Assignment 1,75
673169,SOCI219Presentation,83
928551,SOWK741Presentation,67
399801,SOWK259Project 1,98
327761,SOWK678Assignment 1,88
114002,SOCI597Presentation,77
368874,SOWK016Assignment 2,91
765936,SOCI563Presentation,87
977227,GOVT674Final Assessment,92
877264,SOCI329Presentation,84
990330,SOCI822Assignment 1,97
430014,SOWK538Final Assessment,66
670551,SOWK193Assignment 1,97
552981,GOVT210Assignment 1,95
336811,SOWK938Project 1,70
146645,SOCI051Assignment 1,75
166803,SOWK139Presentation,67
588894,SOCI666Presentation,79
641369,SOCI060Project 1,98
635040,SOWK376Final Assessment,93
783750,GOVT743Assignment 1,84
941207,SOWK353Presentation,70
964050,GOVT897Assignment 1,90
573103,GOVT162Project 1,78
840919,SOWK334Assignment 2,77
132685,SOCI557Presentation,88
685331,GOVT611Assignment 2,66
526237,SOCI958Assignment 1,99
626716,SOCI153Final Assessment,83
419126,SOWK033Assignment 1,76
770668,SOCI453Final Assessment,92
703302,SOWK924Presentation,87
496410,GOVT054Assignment 1,64
723115,SOCI464Assignment 2,98
528462,GOVT868Assignment 1,90
729429,SOWK205Assignment 1,65
626023,SOCI064Final Assessment,65
883081,SOCI742Project 1,79
922701,SOCI043Assignment 2,84
880261,SOWK413Assignment 2,95
536576,SOWK480Assignment 1,65
222272,SOCI601Final Assessment,72
123972,SOWK649Assignment 1,77
410708,SOWK324Assignment 1,62
661373,SOWK089Assignment 2,80
770269,SOCI223Final Assessment,71
683690,SOWK640Project 1,98
347602,SOCI938Final Assessment,100
872259,SOWK735Project 1,86
671746,GOVT197Assignment 2,97
214744,GOVT441Project 1,82
599055,SOCI317Project 1,96
569973,SOCI576Final Assessment,60
544941,GOVT303Project 1,85
357648,SOCI485Assignment 2,94
821856,SOCI278Project 1,87
202239,GOVT564Final Assessment,60
694398,SOWK976Presentation,78
128725,SOWK256Final Assessment,99
418030,SOWK508Assignment 1,67
992960,SOCI827Presentation,94
583056,GOVT320Final Assessment,72
945571,SOCI130Project 1,80
134688,GOVT267Final Assessment,84
467487,SOWK098Final Assessment,75
651260,SOCI033Assignment 2,67
446183,SOWK015Presentation,95
123333,GOVT288Assignment 2,89
582677,GOVT789Final Assessment,76
630735,GOVT892Assignment 1,83
505299,SOWK121Assignment 1,99
912877,SOWK803Final Assessment,97
509379,SOWK451Assignment 2,68
458175,SOWK861Presentation,92
759151,SOWK072Project 1,78
177340,GOVT930Assignment 1,83
765821,GOVT188Assignment 1,67
881129,GOVT408Assignment 1,92
221140,GOVT081Presentation,88
173344,SOWK524Assignment 1,70
216186,GOVT869Assignment 2,83
142222,SOCI428Presentation,91
428348,GOVT541Project 1,98
358135,SOCI883Presentation,73
330272,SOWK895Assignment 1,79
402735,GOVT778Assignment 1,87
923785,SOWK409Project 1,92
834306,SOWK061Final Assessment,80
924717,SOCI501Assignment 2,89
790049,SOWK454Assignment 2,98
222900,SOWK042Assignment 2,86
886908,SOWK257Assignment 1,70
573688,SOCI429Final Assessment,84
307267,SOWK140Assignment 1,97
231983,SOWK276Assignment 1,91
189883,GOVT240Final Assessment,75
172747,SOCI520Assignment 1,66
677025,SOWK562Final Assessment,67
238903,GOVT885Presentation,85
900462,SOCI338Presentation,90
152233,SOCI038Final Assessment,86
238573,SOCI265Assignment 1,97
719368,SOWK941Assignment 1,73
565900,SOCI773Presentation,65
600558,SOCI681Project 1,72
261033,SOWK059Project 1,63
183865,SOWK059Assignment 1,81
294323,SOCI891Final Assessment,62
542226,SOWK781Assignment 1,81
149069,GOVT923Final Assessment,84
421749,SOCI149Presentation,82
998882,SOCI495Presentation,73
145596,SOCI391Presentation,95
884069,SOWK624Assignment 2,97
415652,SOCI492Assignment 1,90
170024,GOVT208Presentation,79
320961,SOCI580Assignment 1,66
209184,SOCI208Presentation,81
283943,SOCI531Assignment 2,77
382085,GOVT446Assignment 1,69
458225,SOCI113Assignment 2,86
964645,SOCI178Project 1,96
279620,SOWK196Assignment 1,81
651714,GOVT081Assignment 2,60
109500,GOVT692Assignment 1,85
434405,SOWK596Project 1,100
527420,SOWK163Assignment 2,97
882906,SOCI928Assignment 2,72
231532,SOWK956Assignment 1,84
981887,SOWK085Assignment 2,89
165148,GOVT899Assignment 2,84
860099,SOWK470Final Assessment,65
801408,SOCI961Final Assessment,80
686037,SOCI762Final Assessment,72
868184,SOWK906Presentation,71
455336,SOCI457Presentation,65
833639,GOVT350Final Assessment,62
920090,GOVT744Final Assessment,74
168539,SOCI485Assignment 1,97
166782,SOCI244Assignment 2,65
355966,GOVT373Project 1,81
673296,SOWK983Final Assessment,96
432513,GOVT968Assignment 1,63
899877,SOCI373Assignment 1,73
206382,SOWK741Final Assessment,76
671510,SOCI671Project 1,73
369415,SOCI638Assignment 1,95
776407,GOVT378Presentation,66
689623,SOWK480Assignment 2,73
736878,SOCI051Assignment 2,97
349780,SOWK599Final Assessment,78
563721,SOCI641Assignment 2,73
858959,SOCI710Final Assessment,86
481120,SOCI436Assignment 2,84
497476,GOVT082Assignment 2,95
984146,SOCI679Presentation,83
527027,GOVT388Assignment 2,63
973102,GOVT015Assignment 2,98
659449,SOCI054Assignment 1,82
733535,SOWK045Assignment 2,89
836763,SOWK028Project 1,83
500271,SOCI251Presentation,73
278994,GOVT623Assignment 2,78
868996,GOVT606Presentation,88
697671,SOCI436Project 1,72
574454,GOVT154Assignment 1,60
649697,SOCI837Assignment 2,87
282855,GOVT449Assignment 2,70
217378,GOVT350Presentation,61
838618,GOVT491Assignment 1,92
552357,GOVT150Presentation,91
444745,SOCI485Assignment 1,66
327871,SOCI550Presentation,94
574576,GOVT166Presentation,90
849981,SOWK463Project 1,90
833258,SOCI453Assignment 2,71
376708,GOVT235Assignment 2,83
628750,GOVT029Presentation,68
660479,GOVT968Assignment 1,74
756776,SOWK727Assignment 1,79
589050,SOWK742Project 1,91
239503,SOWK232Assignment 2,68
456026,SOWK958Presentation,74
880336,SOCI518Presentation,70
488919,SOCI275Final Assessment,67
662381,SOWK232Final Assessment,95
903509,GOVT306Assignment 1,91
873932,GOVT752Assignment 2,70
470700,SOCI339Project 1,99
261924,SOCI159Assignment 1,84
432438,SOCI812Project 1,90
334303,SOCI746Project 1,60
206687,GOVT877Presentation,80
819688,SOWK294Assignment 1,68
204429,SOCI366Presentation,91
780649,SOWK684Final Assessment,60
444064,SOWK750Final Assessment,73
692065,SOWK801Assignment 1,75
141344,SOCI145Final Assessment,86
899131,SOCI963Assignment 2,95
533550,SOWK787Final Assessment,61
849865,GOVT068Final Assessment,97
663465,SOCI516Final Assessment,96
742435,SOWK489Project 1,88
152921,SOCI456Final Assessment,61
321447,SOWK598Assignment 1,85
819253,GOVT372Project 1,86
241620,SOWK240Assignment 2,85
168434,SOWK158Final Assessment,69
631418,SOWK348Assignment 2,73
579394,SOCI210Final Assessment,88
888318,GOVT867Assignment 2,93
651969,SOWK027Final Assessment,100
223867,SOWK442Assignment 2,98
612608,GOVT150Presentation,95
467585,SOCI379Assignment 2,100
468474,GOVT969Project 1,71
754640,SOCI975Assignment 2,74
724427,SOWK034Project 1,97
821053,SOCI871Presentation,66
264935,SOCI250Assignment 2,73
107080,GOVT978Project 1,61
884699,GOVT369Assignment 2,77
460100,SOCI563Project 1,67
338760,SOWK045Assignment 2,100
776832,GOVT715Assignment 1,60
334600,SOWK552Project 1,60
526704,SOCI263Project 1,99
431045,SOCI245Project 1,85
702918,SOWK055Assignment 2,62
718662,SOCI626Presentation,84
554657,GOVT399Assignment 1,77
527013,SOWK704Final Assessment,87
489150,GOVT226Assignment 1,95
231471,SOCI019Assignment 1,97
411136,GOVT774Assignment 2,98
964955,SOCI699Presentation,63
910248,SOWK514Presentation,73
510189,GOVT386Presentation,60
743704,SOCI818Project 1,88
610599,SOCI911Final Assessment,78
994448,GOVT970Assignment 1,68
920693,GOVT370Presentation,92
910382,SOCI653Assignment 2,83
838666,SOWK523Final Assessment,78
263226,GOVT454Assignment 2,78
504735,SOWK978Final Assessment,88
365910,GOVT645Project 1,91
368785,SOCI254Assignment 2,65
533774,GOVT943Assignment 1,63
774599,SOWK704Presentation,73
660869,SOWK790Assignment 1,77
391644,SOCI318Presentation,63
835545,SOWK040Assignment 1,73
854180,SOWK000Assignment 1,63
900011,SOWK766Assignment 2,99
562153,SOWK749Project 1,99
292415,SOCI744Assignment 1,93
687544,SOCI158Assignment 2,61
165388,GOVT565Presentation,62
607535,SOCI212Assignment 2,92
486873,SOCI242Assignment 2,95
598712,SOWK177Assignment 2,70
224780,GOVT171Project 1,100
855532,GOVT965Assignment 1,79
332709,GOVT545Project 1,72
220336,SOWK270Project 1,89
963774,SOWK211Presentation,99
903528,SOWK604Presentation,79
111719,GOVT003Project 1,76
181320,SOWK086Assignment 1,88
425381,SOCI773Project 1,69
134299,SOCI208Project 1,74
408174,SOWK666Presentation,85
416646,GOVT574Assignment 2,84
832350,SOCI383Final Assessment,79
315221,SOWK753Project 1,74
598848,GOVT263Project 1,88
832824,SOCI627Final Assessment,67
464660,GOVT876Assignment 2,73
291163,SOWK484Presentation,86
712495,SOWK006Assignment 1,75
640129,GOVT323Final Assessment,73
588100,SOWK770Final Assessment,63
526302,SOWK454Project 1,86
839812,SOWK462Final Assessment,85
357284,GOVT879Project 1,87
851509,SOCI940Project 1,88
522897,GOVT722Final Assessment,60
153007,SOCI351Final Assessment,94
432804,SOWK151Assignment 1,90
374250,GOVT104Final Assessment,68
989221,GOVT227Assignment 1,81
233163,GOVT129Presentation,98
290388,GOVT043Presentation,99
749229,GOVT010Assignment 2,82
255867,SOCI622Presentation,67
919979,SOCI770Presentation,98
407552,SOWK797Assignment 1,91
265859,GOVT570Presentation,80
728824,SOWK479Assignment 1,83
413680,SOCI368Presentation,78
168360,SOWK629Final Assessment,85
370603,GOVT127Presentation,70
349524,SOCI999Assignment 1,94
425158,SOWK558Final Assessment,81
366936,SOCI103Presentation,66
315694,SOCI967Assignment 1,78
991917,SOCI032Assignment 1,81
186670,SOCI787Assignment 1,72
481882,GOVT323Project 1,74
381067,SOWK857Assignment 1,80
308907,SOCI010Project 1,98
190512,SOWK369Final Assessment,87
993995,SOCI230Presentation,80
338889,GOVT462Final Assessment,75
121139,SOCI242Assignment 1,65
122235,SOWK792Presentation,80
725548,SOWK405Assignment 2,73
827291,GOVT851Presentation,96
501918,SOCI936Assignment 1,63
685595,GOVT482Presentation,65
581822,SOWK948Final Assessment,60
688076,SOWK843Presentation,71
785556,SOCI177Project 1,74
337002,SOWK295Final Assessment,96
594757,SOWK747Assignment 2,85
407282,SOWK831Final Assessment,76
499144,SOCI504Project 1,63
813300,SOWK142Final Assessment,82
720087,GOVT129Presentation,63
903326,SOWK603Assignment 2,67
871750,GOVT585Assignment 2,83
839574,SOWK264Project 1,64
590246,GOVT525Presentation,84
524056,SOWK754Final Assessment,77
478409,SOWK109Project 1,98
541529,SOWK393Presentation,74
887014,SOCI014Assignment 2,81
312103,GOVT660Final Assessment,93
845049,SOWK639Presentation,98
986861,SOWK162Assignment 2,72
179641,SOCI621Assignment 1,62
113223,GOVT032Project 1,81
619539,GOVT049Presentation,79
869834,SOWK019Presentation,82
122023,GOVT115Assignment 2,76
688395,SOCI106Presentation,89
288485,SOWK552Presentation,92
880239,SOWK568Final Assessment,82
897552,GOVT939Presentation,84
686185,GOVT084Final Assessment,71
778345,SOWK592Project 1,91
941782,SOCI705Assignment 2,79
415453,SOCI292Assignment 1,76
651530,SOWK567Assignment 2,89
783621,GOVT254Presentation,91
729845,SOWK547Project 1,60
384476,SOCI239Project 1,92
297747,SOWK735Assignment 2,93
772587,SOCI581Presentation,76
120568,SOWK880Presentation,70
684304,GOVT108Final Assessment,82
903960,SOCI935Assignment 1,100
275553,SOWK314Project 1,67
193633,GOVT807Assignment 2,96
137209,SOWK005Project 1,98
568726,SOWK900Assignment 1,90
719547,SOWK964Assignment 2,90
739079,SOWK448Final Assessment,65
979818,SOWK894Presentation,60
402204,GOVT886Project 1,97
604829,GOVT983Assignment 1,100
313458,SOWK088Presentation,65
673598,SOCI169Final Assessment,78
202475,SOCI983Final Assessment,66
515301,SOCI053Final Assessment,79
365868,GOVT481Assignment 2,85
798245,GOVT674Presentation,77
475338,GOVT912Project 1,76
990260,SOWK185Final Assessment,80
241442,SOCI822Presentation,81
774703,GOVT027Assignment 2,74
157660,GOVT686Final Assessment,87
640162,SOWK311Project 1,71
605511,GOVT941Project 1,95
366017,SOCI503Project 1,90
449480,SOWK484Final Assessment,61
426913,SOCI151Assignment 2,72
273849,SOWK706Assignment 2,87
284445,SOWK748Presentation,66
147734,SOWK599Project 1,96
335182,SOWK059Final Assessment,84
508682,SOCI438Presentation,84
906021,SOCI855Assignment 1,98
298527,GOVT132Project 1,67
558136,SOCI474Presentation,77
358056,SOCI546Final Assessment,83
184311,SOCI374Assignment 1,90
720280,SOCI845Assignment 2,74
414241,SOWK688Final Assessment,89
876126,SOCI387Presentation,63
744299,SOWK582Final Assessment,92
315202,SOCI499Project 1,86
439963,GOVT180Assignment 1,86
227347,SOWK527Presentation,93
897443,SOWK661Presentation,71
308329,GOVT709Final Assessment,64
176217,SOWK643Assignment 1,69
401472,SOCI973Assignment 1,73
195708,SOCI410Presentation,95
758687,SOWK976Project 1,88
991299,SOWK159Project 1,69
848508,GOVT607Final Assessment,88
232302,SOWK201Final Assessment,78
877077,SOCI033Presentation,94
129745,SOCI415Assignment 2,84
485598,GOVT605Presentation,83
831760,GOVT652Assignment 2,71
169768,GOVT813Assignment 1,88
437566,GOVT501Final Assessment,98
308139,GOVT197Presentation,75
421626,SOWK495Assignment 1,98
783349,SOCI580Project 1,88
713919,GOVT897Final Assessment,86
921400,SOWK154Presentation,65
218548,GOVT904Assignment 1,95
934824,SOCI440Project 1,66
282507,SOCI517Project 1,67
519570,GOVT460Final Assessment,73
273676,SOWK718Project 1,70
891483,GOVT178Assignment 2,85
815877,SOCI775Final Assessment,66
767907,SOWK590Presentation,86
176851,GOVT212Final Assessment,71
141174,SOCI369Project 1,93
240373,SOCI489Assignment 1,98
215474,SOWK087Project 1,84
587164,SOWK646Project 1,82
119543,SOWK285Presentation,60
213270,SOCI657Assignment 2,74
285387,GOVT067Assignment 1,72
578338,GOVT026Assignment 2,65
240522,GOVT912Project 1,92
691277,GOVT762Presentation,79
999716,GOVT240Final Assessment,100
265147,SOWK144Project 1,88
159409,GOVT595Final Assessment,74
222903,GOVT692Assignment 2,70
678374,GOVT534Final Assessment,91
902746,GOVT806Assignment 1,77
491264,SOCI180Presentation,73
311768,SOCI875Final Assessment,93
505741,GOVT241Presentation,61
484936,SOCI468Presentation,86
716078,SOCI878Final Assessment,71
561822,GOVT733Presentation,64
486765,GOVT443Assignment 1,63
813170,SOWK397Assignment 1,62
331813,SOWK797Presentation,75
307796,SOWK891Presentation,77
179903,GOVT347Final Assessment,88
115867,SOCI995Assignment 2,99
883473,SOWK234Final Assessment,65
681486,SOWK232Final Assessment,83
265224,SOWK488Project 1,71
109728,SOCI736Assignment 2,77
987278,GOVT055Assignment 1,77
296446,GOVT205Assignment 1,71
645171,SOWK220Project 1,94
262916,GOVT275Assignment 2,60
265791,SOWK130Final Assessment,76
975314,SOCI728Project 1,72
331263,SOCI618Presentation,70
511463,GOVT090Final Assessment,79
746964,GOVT977Project 1,83
604323,GOVT981Presentation,71
408270,GOVT724Assignment 2,82
928529,GOVT266Presentation,91
726591,SOWK429Assignment 2,61
399347,SOCI861Assignment 1,84
962567,GOVT367Presentation,83
108852,SOCI592Final Assessment,66
525517,SOWK061Assignment 1,69
372443,SOWK087Presentation,98
935765,SOWK901Final Assessment,98
315370,SOWK876Assignment 1,87
454898,SOCI744Final Assessment,65
505357,GOVT883Assignment 1,86
651892,SOWK868Assignment 2,68
478129,SOWK515Assignment 2,67
947479,SOWK646Final Assessment,86
550923,GOVT993Final Assessment,64
714497,SOCI381Presentation,99
522761,SOWK079Project 1,100
575240,SOWK906Assignment 2,83
892561,GOVT920Assignment 2,72
237895,SOCI264Final Assessment,85
879637,SOCI586Final Assessment,84
883475,SOWK532Final Assessment,75
959630,GOVT797Assignment 2,62
317857,SOWK645Assignment 2,63
799336,GOVT663Project 1,99
360244,GOVT565Presentation,74
447950,SOWK737Presentation,94
743316,SOCI946Assignment 1,63
656573,SOWK226Project 1,78
154760,GOVT461Final Assessment,82
203944,GOVT054Final Assessment,66
655003,GOVT382Project 1,72
182922,SOCI445Final Assessment,93
917868,SOWK139Assignment 1,66
867425,GOVT109Assignment 1,95
823049,SOWK050Assignment 1,65
930458,SOCI939Assignment 1,98
954411,SOWK992Presentation,89
432763,GOVT569Presentation,100
635947,SOCI476Presentation,79
903465,GOVT025Assignment 2,81
371111,GOVT846Presentation,73
379642,SOCI172Assignment 1,71
673931,GOVT003Assignment 1,60
136475,SOCI724Assignment 2,74
303245,GOVT525Presentation,61
149582,SOCI746Final Assessment,98
416216,GOVT147Final Assessment,89
215590,SOCI933Presentation,65
288704,SOWK859Assignment 1,90
826150,SOCI354Project 1,69
228204,SOCI689Final Assessment,60
160236,SOWK023Presentation,83
866346,GOVT921Assignment 2,95
549027,SOCI005Presentation,93
612623,SOCI840Final Assessment,70
945283,GOVT138Assignment 1,65
371843,SOCI266Presentation,71
250526,SOCI675Assignment 1,83
464601,SOWK498Final Assessment,68
785128,GOVT689Assignment 1,71
462097,SOCI239Assignment 1,69
469865,SOWK836Presentation,71
438190,GOVT272Final Assessment,72
241543,SOWK033Assignment 2,77
268082,GOVT177Presentation,62
787357,SOCI993Final Assessment,83
549618,SOCI684Presentation,92
469521,SOCI520Assignment 1,84
300783,SOCI233Assignment 1,79
126997,SOCI774Assignment 1,83
551939,SOCI258Presentation,79
877905,SOCI583Assignment 1,77
615309,SOCI281Final Assessment,99
554064,SOCI560Presentation,66
423593,GOVT854Presentation,94
280422,GOVT261Assignment 2,78
893238,SOCI345Presentation,72
325673,SOWK629Final Assessment,89
576990,SOCI698Assignment 2,71
944742,SOWK924Final Assessment,87
496272,SOCI584Final Assessment,98
744758,SOWK046Assignment 1,78
460915,GOVT756Presentation,82
593138,GOVT306Final Assessment,61
911029,GOVT971Final Assessment,78
572059,SOCI988Assignment 1,93
322530,SOWK360Project 1,76
625909,GOVT273Assignment 2,72
127730,SOWK273Assignment 1,93
832623,GOVT872Presentation,61
410080,SOWK034Final Assessment,73
975111,SOCI901Assignment 1,79
168003,GOVT253Assignment 2,78
168227,SOWK001Final Assessment,92
954071,SOWK967Project 1,83
966791,GOVT237Assignment 2,75
887274,SOWK819Assignment 2,85
826616,SOWK690Final Assessment,98
998010,SOCI479Assignment 2,68
930200,SOCI398Project 1,95
383253,SOCI643Project 1,60
170170,GOVT813Assignment 1,85
147305,GOVT616Project 1,79
165589,GOVT964Final Assessment,86
418159,SOWK322Presentation,94
190497,GOVT576Assignment 1,86
688917,SOWK342Presentation,99
699007,GOVT702Final Assessment,92
248238,SOWK941Final Assessment,74
404862,SOWK043Assignment 2,62
492164,SOCI577Final Assessment,71
781693,SOWK352Assignment 2,78
773573,SOWK192Assignment 2,94
741431,SOWK734Assignment 2,82
892869,SOWK882Project 1,97
191069,GOVT557Final Assessment,93
595927,SOCI991Presentation,62
961382,SOWK920Final Assessment,70
306120,GOVT203Assignment 1,74
276949,SOCI738Final Assessment,95
666554,SOWK508Assignment 1,91
760272,SOCI282Assignment 2,78
531496,SOCI888Final Assessment,82
112546,SOCI112Final Assessment,97
617610,SOWK081Presentation,80
741683,GOVT041Assignment 2,98
874499,GOVT009Final Assessment,63
721852,SOWK925Final Assessment,100
206467,GOVT116Project 1,94
673572,SOWK713Assignment 2,85
169521,SOCI819Presentation,91
910250,GOVT261Assignment 1,83
597460,GOVT853Assignment 2,61
491242,SOWK278Assignment 2,92
585855,SOCI921Project 1,70
208069,GOVT773Presentation,96
986494,GOVT149Assignment 1,85
575791,SOWK765Project 1,80
376761,SOCI656Final Assessment,64
374060,SOWK568Project 1,81
140986,SOWK629Presentation,67
292376,GOVT055Assignment 2,69
203546,GOVT434Final Assessment,60
664056,GOVT252Assignment 2,90
